frame_id,job_action,hand_activity_class,grip_type_proxy,motion_class_rule
2283,Dexterous Hand movements,finger_active,open,finger_active
2284,Dexterous Hand movements,finger_active,open,finger_active
2285,Dexterous Hand movements,finger_active,open,finger_active
2286,Dexterous Hand movements,finger_active,open,finger_active
2287,Dexterous Hand movements,finger_active,open,finger_active
2288,Dexterous Hand movements,finger_active,open,finger_active
2289,Dexterous Hand movements,finger_active,open,finger_active
2290,Dexterous Hand movements,static,open,static
2291,Dexterous Hand movements,static,open,static
2292,Dexterous Hand movements,static,open,static
2293,Dexterous Hand movements,static,open,static
2294,Dexterous Hand movements,static,open,static
2295,Dexterous Hand movements,static,open,static
2296,Dexterous Hand movements,static,open,static
2297,Dexterous Hand movements,static,open,static
2298,Dexterous Hand movements,static,open,static
2299,Dexterous Hand movements,static,open,static
2300,Dexterous Hand movements,static,open,static
2301,Dexterous Hand movements,static,open,static
2302,Dexterous Hand movements,static,open,static
2303,Dexterous Hand movements,static,open,static
2304,Dexterous Hand movements,static,open,static
2305,Dexterous Hand movements,static,open,static
2306,Dexterous Hand movements,static,open,static
2307,Dexterous Hand movements,static,open,static
2308,Dexterous Hand movements,static,open,static
2309,Dexterous Hand movements,static,open,static
2310,Dexterous Hand movements,static,open,static
2311,Dexterous Hand movements,static,open,static
2312,Dexterous Hand movements,static,open,static
2313,Dexterous Hand movements,static,open,static
2314,Dexterous Hand movements,static,open,static
2315,Dexterous Hand movements,static,open,static
2316,Dexterous Hand movements,static,open,static
2317,Dexterous Hand movements,static,open,static
2318,Dexterous Hand movements,static,open,static
2319,Dexterous Hand movements,static,open,static
2320,Dexterous Hand movements,static,open,static
2321,Dexterous Hand movements,static,open,static
2322,Dexterous Hand movements,static,open,static
2323,Dexterous Hand movements,static,open,static
2324,Dexterous Hand movements,static,open,static
2325,Dexterous Hand movements,static,open,static
2326,Dexterous Hand movements,static,open,static
2327,Dexterous Hand movements,static,open,static
2328,Dexterous Hand movements,static,open,static
2329,Dexterous Hand movements,static,open,static
2330,Dexterous Hand movements,static,open,static
2331,Dexterous Hand movements,static,open,static
2332,Dexterous Hand movements,static,open,static
2333,Dexterous Hand movements,static,open,static
2334,Dexterous Hand movements,static,open,static
2335,Dexterous Hand movements,static,open,static
2336,Dexterous Hand movements,static,open,static
2337,Dexterous Hand movements,static,open,static
2338,Dexterous Hand movements,static,open,static
2339,Dexterous Hand movements,static,open,static
2340,Dexterous Hand movements,static,open,static
2341,Dexterous Hand movements,static,open,static
2342,Dexterous Hand movements,static,open,static
2343,Dexterous Hand movements,static,open,static
2344,Dexterous Hand movements,static,open,static
2345,Dexterous Hand movements,static,open,static
2346,Dexterous Hand movements,static,open,static
2347,Dexterous Hand movements,static,open,static
2348,Dexterous Hand movements,static,open,static
2349,Dexterous Hand movements,static,open,static
2350,Dexterous Hand movements,static,open,static
2351,Dexterous Hand movements,static,open,static
2352,Dexterous Hand movements,static,open,static
2353,Dexterous Hand movements,static,open,static
2354,Dexterous Hand movements,static,open,static
2355,Dexterous Hand movements,static,open,static
2356,Dexterous Hand movements,static,open,static
2357,Dexterous Hand movements,static,open,static
2358,Dexterous Hand movements,static,open,static
2359,Dexterous Hand movements,static,open,static
2360,Dexterous Hand movements,static,open,static
2361,Dexterous Hand movements,static,open,static
2362,Dexterous Hand movements,static,open,static
2363,Dexterous Hand movements,static,open,static
2364,Dexterous Hand movements,static,open,static
2365,Dexterous Hand movements,static,open,static
2366,Dexterous Hand movements,static,open,static
2367,Dexterous Hand movements,static,open,static
2368,Dexterous Hand movements,static,open,static
2369,Dexterous Hand movements,static,open,static
2370,Dexterous Hand movements,static,open,static
2371,Dexterous Hand movements,static,open,static
2372,Dexterous Hand movements,static,open,static
2373,Dexterous Hand movements,static,open,static
2374,Dexterous Hand movements,static,open,static
2375,Dexterous Hand movements,static,open,static
2376,Dexterous Hand movements,static,open,static
2377,Dexterous Hand movements,static,open,static
2378,Dexterous Hand movements,static,open,static
2379,Dexterous Hand movements,static,open,static
2380,Dexterous Hand movements,static,open,static
2381,Dexterous Hand movements,static,open,static
2382,Dexterous Hand movements,static,open,static
2383,Dexterous Hand movements,static,open,static
2384,Dexterous Hand movements,static,open,static
2385,Dexterous Hand movements,static,open,static
2386,Dexterous Hand movements,static,open,static
2387,Dexterous Hand movements,static,open,static
2388,Dexterous Hand movements,static,open,static
2389,Dexterous Hand movements,static,open,static
2390,Dexterous Hand movements,static,open,static
2391,Dexterous Hand movements,static,open,static
2392,Dexterous Hand movements,static,open,static
2393,Dexterous Hand movements,static,open,static
2394,Dexterous Hand movements,static,open,static
2395,Dexterous Hand movements,static,open,static
2396,Dexterous Hand movements,static,open,static
2397,Dexterous Hand movements,static,open,static
2398,Dexterous Hand movements,static,open,static
2399,Dexterous Hand movements,static,open,static
2400,Dexterous Hand movements,static,open,static
2401,Dexterous Hand movements,static,open,static
2402,Dexterous Hand movements,static,open,static
2403,Dexterous Hand movements,static,open,static
2404,Dexterous Hand movements,static,open,static
2405,Dexterous Hand movements,static,open,static
2406,Dexterous Hand movements,static,open,static
2407,Dexterous Hand movements,static,open,static
2408,Dexterous Hand movements,static,open,static
2409,Dexterous Hand movements,static,open,static
2410,Dexterous Hand movements,static,open,static
2411,Dexterous Hand movements,static,open,static
2412,Dexterous Hand movements,static,open,static
2413,Dexterous Hand movements,static,open,static
2414,Dexterous Hand movements,static,open,static
2415,Dexterous Hand movements,static,open,static
2416,Dexterous Hand movements,static,open,static
2417,Dexterous Hand movements,static,open,static
2418,Dexterous Hand movements,static,open,static
2419,Dexterous Hand movements,static,open,static
2420,Dexterous Hand movements,static,open,static
2421,Dexterous Hand movements,static,open,static
2422,Dexterous Hand movements,static,open,static
2423,Dexterous Hand movements,static,open,static
2424,Dexterous Hand movements,static,open,static
2425,Dexterous Hand movements,static,open,static
2426,Dexterous Hand movements,static,open,static
2427,Dexterous Hand movements,static,open,static
2428,Dexterous Hand movements,static,open,static
2429,Dexterous Hand movements,static,open,static
2430,Dexterous Hand movements,static,open,static
2431,Dexterous Hand movements,static,open,static
2432,Dexterous Hand movements,static,open,static
2433,Dexterous Hand movements,static,open,static
2434,Dexterous Hand movements,static,open,static
2435,Dexterous Hand movements,static,open,static
2436,Dexterous Hand movements,static,open,static
2437,Dexterous Hand movements,static,open,static
2438,Dexterous Hand movements,static,open,static
2439,Dexterous Hand movements,static,open,static
2440,Dexterous Hand movements,static,open,static
2441,Dexterous Hand movements,static,open,static
2442,Dexterous Hand movements,static,open,static
2443,Dexterous Hand movements,static,open,static
2444,Dexterous Hand movements,static,open,static
2445,Dexterous Hand movements,static,open,static
2446,Dexterous Hand movements,static,open,static
2447,Dexterous Hand movements,static,open,static
2448,Dexterous Hand movements,static,open,static
2449,Dexterous Hand movements,static,open,static
2450,Dexterous Hand movements,static,open,static
2451,Dexterous Hand movements,static,open,static
2452,Dexterous Hand movements,static,open,static
2453,Dexterous Hand movements,static,open,static
2454,Dexterous Hand movements,static,open,static
2455,Dexterous Hand movements,static,open,static
2456,Dexterous Hand movements,static,open,static
2457,Dexterous Hand movements,static,open,static
2458,Dexterous Hand movements,static,open,static
2459,Dexterous Hand movements,static,open,static
2460,Dexterous Hand movements,static,open,static
2461,Dexterous Hand movements,static,open,static
2462,Dexterous Hand movements,static,open,static
2463,Dexterous Hand movements,static,open,static
2464,Dexterous Hand movements,static,open,static
2465,Dexterous Hand movements,static,open,static
2466,Dexterous Hand movements,static,open,static
2467,Dexterous Hand movements,static,open,static
2468,Dexterous Hand movements,static,open,static
2469,Dexterous Hand movements,static,open,static
2470,Dexterous Hand movements,static,open,static
2471,Dexterous Hand movements,static,open,static
2472,Dexterous Hand movements,static,open,static
2473,Dexterous Hand movements,static,open,static
2474,Dexterous Hand movements,static,open,static
2475,Dexterous Hand movements,static,open,static
2476,Dexterous Hand movements,static,open,static
2477,Dexterous Hand movements,static,open,static
2478,Dexterous Hand movements,static,open,static
2479,Dexterous Hand movements,static,open,static
2480,Dexterous Hand movements,static,open,static
2481,Dexterous Hand movements,static,open,static
2482,Dexterous Hand movements,static,open,static
2483,Dexterous Hand movements,static,open,static
2484,Dexterous Hand movements,static,open,static
2485,Dexterous Hand movements,static,open,static
2486,Dexterous Hand movements,static,open,static
2487,Dexterous Hand movements,static,open,static
2488,Dexterous Hand movements,static,open,static
2489,Dexterous Hand movements,static,open,static
2490,Dexterous Hand movements,static,open,static
2491,Dexterous Hand movements,static,open,static
2492,Dexterous Hand movements,static,open,static
2493,Dexterous Hand movements,static,open,static
2494,Dexterous Hand movements,static,open,static
2495,Dexterous Hand movements,static,open,static
2496,Dexterous Hand movements,static,open,static
2497,Dexterous Hand movements,static,open,static
2498,Dexterous Hand movements,static,open,static
2499,Dexterous Hand movements,static,open,static
2500,Dexterous Hand movements,static,open,static
2501,Dexterous Hand movements,static,open,static
2502,Dexterous Hand movements,static,open,static
2503,Dexterous Hand movements,static,open,static
2504,Dexterous Hand movements,static,open,static
2505,Dexterous Hand movements,static,open,static
2506,Dexterous Hand movements,static,open,static
2507,Dexterous Hand movements,static,open,static
2508,Dexterous Hand movements,static,open,static
2509,Dexterous Hand movements,static,open,static
2510,Dexterous Hand movements,static,open,static
2511,Dexterous Hand movements,static,open,static
2512,Dexterous Hand movements,static,open,static
2513,Dexterous Hand movements,static,open,static
2514,Dexterous Hand movements,static,open,static
2515,Dexterous Hand movements,static,open,static
2516,Dexterous Hand movements,static,open,static
2517,Dexterous Hand movements,static,open,static
2518,Dexterous Hand movements,static,open,static
2519,Dexterous Hand movements,static,open,static
2520,Dexterous Hand movements,static,open,static
2521,Dexterous Hand movements,static,open,static
2522,Dexterous Hand movements,static,open,static
2523,Dexterous Hand movements,static,open,static
2524,Dexterous Hand movements,static,open,static
2525,Dexterous Hand movements,static,open,static
2526,Dexterous Hand movements,static,open,static
2527,Dexterous Hand movements,static,open,static
2528,Dexterous Hand movements,static,open,static
2529,Dexterous Hand movements,static,open,static
2530,Dexterous Hand movements,static,open,static
2531,Dexterous Hand movements,static,open,static
2532,Dexterous Hand movements,static,open,static
2533,Dexterous Hand movements,static,open,static
2534,Dexterous Hand movements,static,open,static
2535,Dexterous Hand movements,static,open,static
2536,Dexterous Hand movements,static,open,static
2537,Dexterous Hand movements,static,open,static
2538,Dexterous Hand movements,static,open,static
2539,Dexterous Hand movements,static,open,static
2540,Dexterous Hand movements,static,open,static
2541,Dexterous Hand movements,static,open,static
2542,Dexterous Hand movements,static,open,static
2543,Dexterous Hand movements,static,open,static
2544,Dexterous Hand movements,static,open,static
2545,Dexterous Hand movements,static,open,static
2546,Dexterous Hand movements,static,open,static
2547,Dexterous Hand movements,static,open,static
2548,Dexterous Hand movements,static,open,static
2549,Dexterous Hand movements,static,open,static
2550,Dexterous Hand movements,static,open,static
2551,Dexterous Hand movements,static,open,static
2552,Dexterous Hand movements,static,open,static
2553,Dexterous Hand movements,static,open,static
2554,Dexterous Hand movements,static,open,static
2555,Dexterous Hand movements,static,open,static
2556,Dexterous Hand movements,static,open,static
2557,Dexterous Hand movements,static,open,static
2558,Dexterous Hand movements,static,open,static
2559,Dexterous Hand movements,static,open,static
2560,Dexterous Hand movements,static,open,static
2561,Dexterous Hand movements,static,open,static
2562,Dexterous Hand movements,static,open,static
2563,Dexterous Hand movements,static,open,static
2564,Dexterous Hand movements,static,open,static
2565,Dexterous Hand movements,static,open,static
2566,Dexterous Hand movements,static,open,static
2567,Dexterous Hand movements,static,open,static
2568,Dexterous Hand movements,static,open,static
2569,Dexterous Hand movements,static,open,static
2570,Dexterous Hand movements,static,open,static
2571,Dexterous Hand movements,static,open,static
2572,Dexterous Hand movements,static,open,static
2573,Dexterous Hand movements,static,open,static
2574,Dexterous Hand movements,static,open,static
2575,Dexterous Hand movements,static,open,static
2576,Dexterous Hand movements,static,open,static
2577,Dexterous Hand movements,static,open,static
2578,Dexterous Hand movements,static,open,static
2579,Dexterous Hand movements,static,open,static
2580,Dexterous Hand movements,static,open,static
2581,Dexterous Hand movements,static,open,static
2582,Dexterous Hand movements,static,open,static
2583,Dexterous Hand movements,static,open,static
2584,Dexterous Hand movements,static,open,static
2585,Dexterous Hand movements,static,open,static
2586,Dexterous Hand movements,static,open,static
2587,Dexterous Hand movements,static,open,static
2588,Dexterous Hand movements,static,open,static
2589,Dexterous Hand movements,static,open,static
2590,Dexterous Hand movements,static,open,static
2591,Dexterous Hand movements,static,open,static
2592,Dexterous Hand movements,static,open,static
2593,Dexterous Hand movements,static,open,static
2594,Dexterous Hand movements,static,open,static
2595,Dexterous Hand movements,static,open,static
2596,Dexterous Hand movements,static,open,static
2597,Dexterous Hand movements,static,open,static
2598,Dexterous Hand movements,static,open,static
2599,Dexterous Hand movements,static,open,static
2600,Dexterous Hand movements,static,open,static
2601,Dexterous Hand movements,static,open,static
2602,Dexterous Hand movements,static,open,static
2603,Dexterous Hand movements,static,open,static
2604,Dexterous Hand movements,static,open,static
2605,Dexterous Hand movements,static,open,static
2606,Dexterous Hand movements,static,open,static
2607,Dexterous Hand movements,static,open,static
2608,Dexterous Hand movements,static,open,static
2609,Dexterous Hand movements,static,open,static
2610,Dexterous Hand movements,static,open,static
2611,Dexterous Hand movements,static,open,static
2612,Dexterous Hand movements,static,open,static
2613,Dexterous Hand movements,static,open,static
2614,Dexterous Hand movements,static,open,static
2615,Dexterous Hand movements,static,open,static
2616,Dexterous Hand movements,static,open,static
2617,Dexterous Hand movements,static,open,static
2618,Dexterous Hand movements,static,open,static
2619,Dexterous Hand movements,static,open,static
2620,Dexterous Hand movements,static,open,static
2621,Dexterous Hand movements,static,open,static
2622,Dexterous Hand movements,static,open,static
2623,Dexterous Hand movements,static,open,static
2624,Dexterous Hand movements,static,open,static
2625,Dexterous Hand movements,static,open,static
2626,Dexterous Hand movements,static,open,static
2627,Dexterous Hand movements,static,open,static
2628,Dexterous Hand movements,static,open,static
2629,Dexterous Hand movements,static,open,static
2630,Dexterous Hand movements,static,open,static
2631,Dexterous Hand movements,static,open,static
2632,Dexterous Hand movements,static,open,static
2633,Dexterous Hand movements,static,open,static
2634,Dexterous Hand movements,static,open,static
2635,Dexterous Hand movements,static,open,static
2636,Dexterous Hand movements,static,open,static
2637,Dexterous Hand movements,static,open,static
2638,Dexterous Hand movements,static,open,static
2639,Dexterous Hand movements,static,open,static
2640,Dexterous Hand movements,static,open,static
2641,Dexterous Hand movements,static,open,static
2642,Dexterous Hand movements,static,open,static
2643,Dexterous Hand movements,static,open,static
2644,Dexterous Hand movements,static,open,static
2645,Dexterous Hand movements,static,open,static
2646,Dexterous Hand movements,static,open,static
2647,Dexterous Hand movements,static,open,static
2648,Dexterous Hand movements,static,open,static
2649,Dexterous Hand movements,static,open,static
2650,Dexterous Hand movements,static,open,static
2651,Dexterous Hand movements,static,open,static
2652,Dexterous Hand movements,static,open,static
2653,Dexterous Hand movements,static,open,static
2654,Dexterous Hand movements,static,open,static
2655,Dexterous Hand movements,static,open,static
2656,Dexterous Hand movements,static,open,static
2657,Dexterous Hand movements,static,open,static
2658,Dexterous Hand movements,static,open,static
2659,Dexterous Hand movements,static,open,static
2660,Dexterous Hand movements,static,open,static
2661,Dexterous Hand movements,static,open,static
2662,Dexterous Hand movements,static,open,static
2663,Dexterous Hand movements,static,open,static
2664,Dexterous Hand movements,static,open,static
2665,Dexterous Hand movements,static,open,static
2666,Dexterous Hand movements,static,open,static
2667,Dexterous Hand movements,static,open,static
2668,Dexterous Hand movements,static,open,static
2669,Dexterous Hand movements,static,open,static
2670,Dexterous Hand movements,static,open,static
2671,Dexterous Hand movements,static,open,static
2672,Dexterous Hand movements,static,open,static
2673,Dexterous Hand movements,static,open,static
2674,Dexterous Hand movements,static,open,static
2675,Dexterous Hand movements,static,open,static
2676,Dexterous Hand movements,static,open,static
2677,Dexterous Hand movements,static,open,static
2678,Dexterous Hand movements,static,open,static
2679,Dexterous Hand movements,static,open,static
2680,Dexterous Hand movements,static,open,static
2681,Dexterous Hand movements,static,open,static
2682,Dexterous Hand movements,static,open,static
2683,Dexterous Hand movements,static,open,static
2684,Dexterous Hand movements,static,open,static
2685,Dexterous Hand movements,static,open,static
2686,Dexterous Hand movements,static,open,static
2687,Dexterous Hand movements,static,open,static
2688,Dexterous Hand movements,static,open,static
2689,Dexterous Hand movements,static,open,static
2690,Dexterous Hand movements,static,open,static
2691,Dexterous Hand movements,static,open,static
2692,Dexterous Hand movements,static,open,static
2693,Dexterous Hand movements,static,open,static
2694,Dexterous Hand movements,static,open,static
2695,Dexterous Hand movements,static,open,static
2696,Dexterous Hand movements,static,open,static
2697,Dexterous Hand movements,static,open,static
2698,Dexterous Hand movements,static,open,static
2699,Dexterous Hand movements,static,open,static
2700,Dexterous Hand movements,static,open,static
2701,Dexterous Hand movements,static,open,static
2702,Dexterous Hand movements,static,open,static
2703,Dexterous Hand movements,static,open,static
2704,Dexterous Hand movements,static,open,static
2705,Dexterous Hand movements,static,open,static
2706,Dexterous Hand movements,static,open,static
2707,Dexterous Hand movements,static,open,static
2708,Dexterous Hand movements,static,open,static
2709,Dexterous Hand movements,static,open,static
2710,Dexterous Hand movements,static,open,static
2711,Dexterous Hand movements,static,open,static
2712,Dexterous Hand movements,static,open,static
2713,Dexterous Hand movements,static,open,static
2714,Dexterous Hand movements,static,open,static
2715,Dexterous Hand movements,static,open,static
2716,Dexterous Hand movements,static,open,static
2717,Dexterous Hand movements,static,open,static
2718,Dexterous Hand movements,static,open,static
2719,Dexterous Hand movements,static,open,static
2720,Dexterous Hand movements,static,open,static
2721,Dexterous Hand movements,static,open,static
2722,Dexterous Hand movements,static,open,static
2723,Dexterous Hand movements,static,open,static
2724,Dexterous Hand movements,static,open,static
2725,Dexterous Hand movements,static,open,static
2726,Dexterous Hand movements,static,open,static
2727,Dexterous Hand movements,static,open,static
2728,Dexterous Hand movements,static,open,static
2729,Dexterous Hand movements,static,open,static
2730,Dexterous Hand movements,static,open,static
2731,Dexterous Hand movements,static,open,static
2732,Dexterous Hand movements,static,open,static
2733,Dexterous Hand movements,static,open,static
2734,Dexterous Hand movements,static,open,static
2735,Dexterous Hand movements,static,open,static
2736,Dexterous Hand movements,static,open,static
2737,Dexterous Hand movements,static,open,static
2738,Dexterous Hand movements,static,open,static
2739,Dexterous Hand movements,static,open,static
2740,Dexterous Hand movements,static,open,static
2741,Dexterous Hand movements,static,open,static
2742,Dexterous Hand movements,static,open,static
2743,Dexterous Hand movements,static,open,static
2744,Dexterous Hand movements,static,open,static
2745,Dexterous Hand movements,static,open,static
2746,Dexterous Hand movements,static,open,static
2747,Dexterous Hand movements,static,open,static
2748,Dexterous Hand movements,static,open,static
2749,Dexterous Hand movements,static,open,static
2750,Dexterous Hand movements,static,open,static
2751,Dexterous Hand movements,static,open,static
2752,Dexterous Hand movements,static,open,static
2753,Dexterous Hand movements,static,open,static
2754,Dexterous Hand movements,static,open,static
2755,Dexterous Hand movements,static,open,static
2756,Dexterous Hand movements,static,open,static
2757,Dexterous Hand movements,static,open,static
2758,Dexterous Hand movements,static,open,static
2759,Dexterous Hand movements,static,open,static
2760,Dexterous Hand movements,static,open,static
2761,Dexterous Hand movements,static,open,static
2762,Dexterous Hand movements,static,open,static
2763,Dexterous Hand movements,static,open,static
2764,Dexterous Hand movements,static,open,static
2765,Dexterous Hand movements,static,open,static
2766,Dexterous Hand movements,static,open,static
2767,Dexterous Hand movements,static,open,static
2768,Dexterous Hand movements,static,open,static
2769,Dexterous Hand movements,static,open,static
2770,Dexterous Hand movements,static,open,static
2771,Dexterous Hand movements,static,open,static
2772,Dexterous Hand movements,static,open,static
2773,Dexterous Hand movements,static,open,static
2774,Dexterous Hand movements,static,open,static
2775,Dexterous Hand movements,static,open,static
2776,Dexterous Hand movements,static,open,static
2777,Dexterous Hand movements,static,open,static
2778,Dexterous Hand movements,static,open,static
2779,Dexterous Hand movements,static,open,static
2780,Dexterous Hand movements,static,open,static
2781,Dexterous Hand movements,static,open,static
2782,Dexterous Hand movements,static,open,static
2783,Dexterous Hand movements,static,open,static
2784,Dexterous Hand movements,static,open,static
2785,Dexterous Hand movements,static,open,static
2786,Dexterous Hand movements,static,open,static
2787,Dexterous Hand movements,static,open,static
2788,Dexterous Hand movements,static,open,static
2789,Dexterous Hand movements,static,open,static
2790,Dexterous Hand movements,static,open,static
2791,Dexterous Hand movements,static,open,static
2792,Dexterous Hand movements,static,open,static
2793,Dexterous Hand movements,static,open,static
2794,Dexterous Hand movements,static,open,static
2795,Dexterous Hand movements,static,open,static
2796,Dexterous Hand movements,static,open,static
2797,Dexterous Hand movements,static,open,static
2798,Dexterous Hand movements,static,open,static
2799,Dexterous Hand movements,static,open,static
2800,Dexterous Hand movements,static,open,static
2801,Dexterous Hand movements,static,open,static
2802,Dexterous Hand movements,static,open,static
2803,Dexterous Hand movements,static,open,static
2804,Dexterous Hand movements,static,open,static
2805,Dexterous Hand movements,static,open,static
2806,Dexterous Hand movements,static,open,static
2807,Dexterous Hand movements,static,open,static
2808,Dexterous Hand movements,static,precision,static
2809,Dexterous Hand movements,static,open,static
2810,Dexterous Hand movements,static,open,static
2811,Dexterous Hand movements,static,open,static
2812,Dexterous Hand movements,static,open,static
2813,Dexterous Hand movements,static,open,static
2814,Dexterous Hand movements,static,open,static
2815,Dexterous Hand movements,static,open,static
2816,Dexterous Hand movements,static,open,static
2817,Dexterous Hand movements,static,open,static
2818,Dexterous Hand movements,static,open,static
2819,Dexterous Hand movements,static,open,static
2820,Dexterous Hand movements,static,open,static
2821,Dexterous Hand movements,static,open,static
2822,Dexterous Hand movements,static,open,static
2823,Dexterous Hand movements,static,open,static
2824,Dexterous Hand movements,static,open,static
2825,Dexterous Hand movements,static,open,static
2826,Dexterous Hand movements,static,open,static
2827,Dexterous Hand movements,static,open,static
2828,Dexterous Hand movements,static,open,static
2829,Dexterous Hand movements,static,open,static
2830,Dexterous Hand movements,static,open,static
2831,Dexterous Hand movements,static,open,static
2832,Dexterous Hand movements,static,open,static
2833,Dexterous Hand movements,static,open,static
2834,Dexterous Hand movements,static,open,static
2835,Dexterous Hand movements,static,open,static
2836,Dexterous Hand movements,static,open,static
2837,Dexterous Hand movements,static,open,static
2838,Dexterous Hand movements,static,open,static
2839,Dexterous Hand movements,static,open,static
2840,Dexterous Hand movements,static,open,static
2841,Dexterous Hand movements,static,open,static
2842,Dexterous Hand movements,static,open,static
2843,Dexterous Hand movements,static,open,static
2844,Dexterous Hand movements,static,open,static
2845,Dexterous Hand movements,static,open,static
2846,Dexterous Hand movements,static,open,static
2847,Dexterous Hand movements,static,open,static
2848,Dexterous Hand movements,static,open,static
2849,Dexterous Hand movements,static,open,static
2850,Dexterous Hand movements,static,open,static
2851,Dexterous Hand movements,static,open,static
2852,Dexterous Hand movements,static,open,static
2853,Dexterous Hand movements,static,open,static
2854,Dexterous Hand movements,static,open,static
2855,Dexterous Hand movements,static,open,static
2856,Dexterous Hand movements,static,open,static
2857,Dexterous Hand movements,static,open,static
2858,Dexterous Hand movements,static,open,static
2859,Dexterous Hand movements,static,open,static
2860,Dexterous Hand movements,static,open,static
2861,Dexterous Hand movements,static,open,static
2862,Dexterous Hand movements,static,open,static
2863,Dexterous Hand movements,static,open,static
2864,Dexterous Hand movements,static,open,static
2865,Dexterous Hand movements,static,open,static
2866,Dexterous Hand movements,static,open,static
2867,Dexterous Hand movements,static,open,static
2868,Dexterous Hand movements,static,open,static
2869,Dexterous Hand movements,static,open,static
2870,Dexterous Hand movements,static,open,static
2871,Dexterous Hand movements,static,open,static
2872,Dexterous Hand movements,static,open,static
2873,Dexterous Hand movements,static,open,static
2874,Dexterous Hand movements,static,open,static
2875,Dexterous Hand movements,static,open,static
2876,Dexterous Hand movements,static,open,static
2877,Dexterous Hand movements,static,open,static
2878,Dexterous Hand movements,static,open,static
2879,Dexterous Hand movements,static,open,static
2880,Dexterous Hand movements,static,open,static
2881,Dexterous Hand movements,static,open,static
2882,Dexterous Hand movements,static,open,static
2883,Dexterous Hand movements,static,open,static
2884,Dexterous Hand movements,static,open,static
2885,Dexterous Hand movements,static,open,static
2886,Dexterous Hand movements,static,open,static
2887,Dexterous Hand movements,static,open,static
2888,Dexterous Hand movements,static,open,static
2889,Dexterous Hand movements,static,open,static
2890,Dexterous Hand movements,static,open,static
2891,Dexterous Hand movements,static,open,static
2892,Dexterous Hand movements,static,open,static
2893,Dexterous Hand movements,static,open,static
2894,Dexterous Hand movements,static,open,static
2895,Dexterous Hand movements,static,open,static
2896,Dexterous Hand movements,static,open,static
2897,Dexterous Hand movements,static,open,static
2898,Dexterous Hand movements,static,open,static
2899,Dexterous Hand movements,static,open,static
2900,Dexterous Hand movements,static,open,static
2901,Dexterous Hand movements,static,open,static
2902,Dexterous Hand movements,static,open,static
2903,Dexterous Hand movements,static,open,static
2904,Dexterous Hand movements,static,open,static
2905,Dexterous Hand movements,static,open,static
2906,Dexterous Hand movements,static,open,static
2907,Dexterous Hand movements,static,open,static
2908,Dexterous Hand movements,static,open,static
2909,Dexterous Hand movements,static,open,static
2910,Dexterous Hand movements,static,open,static
2911,Dexterous Hand movements,static,open,static
2912,Dexterous Hand movements,static,open,static
2913,Dexterous Hand movements,static,open,static
2914,Dexterous Hand movements,static,open,static
2915,Dexterous Hand movements,static,open,static
2916,Dexterous Hand movements,static,open,static
2917,Dexterous Hand movements,static,open,static
2918,Dexterous Hand movements,static,open,static
2919,Dexterous Hand movements,static,open,static
2920,Dexterous Hand movements,static,open,static
2921,Dexterous Hand movements,static,open,static
2922,Dexterous Hand movements,static,open,static
2923,Dexterous Hand movements,static,open,static
2924,Dexterous Hand movements,static,open,static
2925,Dexterous Hand movements,static,open,static
2926,Dexterous Hand movements,static,open,static
2927,Dexterous Hand movements,static,open,static
2928,Dexterous Hand movements,static,open,static
2929,Dexterous Hand movements,static,open,static
2930,Dexterous Hand movements,static,open,static
2931,Dexterous Hand movements,static,open,static
2932,Dexterous Hand movements,static,open,static
2933,Dexterous Hand movements,static,open,static
2934,Dexterous Hand movements,static,open,static
2935,Dexterous Hand movements,static,open,static
2936,Dexterous Hand movements,static,open,static
2937,Dexterous Hand movements,static,open,static
2938,Dexterous Hand movements,static,open,static
2939,Dexterous Hand movements,static,open,static
2940,Dexterous Hand movements,static,open,static
2941,Dexterous Hand movements,static,open,static
2942,Dexterous Hand movements,static,open,static
2943,Dexterous Hand movements,static,open,static
2944,Dexterous Hand movements,static,open,static
2945,Dexterous Hand movements,static,open,static
2946,Dexterous Hand movements,static,open,static
2947,Dexterous Hand movements,static,open,static
2948,Dexterous Hand movements,static,open,static
2949,Dexterous Hand movements,static,open,static
2950,Dexterous Hand movements,static,open,static
2951,Dexterous Hand movements,static,open,static
2952,Dexterous Hand movements,static,open,static
2953,Dexterous Hand movements,static,open,static
2954,Dexterous Hand movements,static,open,static
2955,Dexterous Hand movements,static,open,static
2956,Dexterous Hand movements,static,open,static
2957,Dexterous Hand movements,static,open,static
2958,Dexterous Hand movements,static,open,static
2959,Dexterous Hand movements,static,open,static
2960,Dexterous Hand movements,static,open,static
2961,Dexterous Hand movements,static,open,static
2962,Dexterous Hand movements,static,open,static
2963,Dexterous Hand movements,static,open,static
2964,Dexterous Hand movements,static,open,static
2965,Dexterous Hand movements,static,open,static
2966,Dexterous Hand movements,static,open,static
2967,Dexterous Hand movements,static,open,static
2968,Dexterous Hand movements,static,open,static
2969,Dexterous Hand movements,static,open,static
2970,Dexterous Hand movements,static,open,static
2971,Dexterous Hand movements,static,open,static
2972,Dexterous Hand movements,static,open,static
2973,Dexterous Hand movements,static,open,static
2974,Dexterous Hand movements,static,open,static
2975,Dexterous Hand movements,static,open,static
2976,Dexterous Hand movements,static,open,static
2977,Dexterous Hand movements,static,open,static
2978,Dexterous Hand movements,static,open,static
